7.18,7.25,6.01,7.12,15100,5.888485
2002-04-01,14.70,14.70,14.70,14.70,2900,10.580045
2002-03-28,14.70,14.70,14.70,14.70,000,10.580045
2002-03-27,14.92,15.00,14.70,14.70,4000,10.580045
2002-03-26,14.90,14.90,14.90,14.90,000,10.723991
2002-03-25,14.90,14.90,14.90,14.90,600,10.723991
2002-03-22,15.15,15.25,15.00,15.00,2500,10.795965
2002-03-21,15.00,15.15,15.00,15.15,2600,10.903924
2002-03-20,15.00,15.00,15.00,15.00,1200,10.795965
2002-03-19,15.00,15.00,15.00,15.00,300,10.795965
2002-03-18,15.00,15.00,14.71,14.71,1200,10.587243
2002-03-15,14.85,14.85,14.85,14.85,000,10.688005
2002-03-14,14.80,14.85,14.70,14.85,800,10.688005
2002-03-13,14.80,14.99,14.80,14.99,1000,10.788767
2002-03-12,14.60,14.80,14.60,14.75,1000,10.616032
2002-03-11,14.80,14.80,14.50,14.50,2300,10.436099
2002-03-08,14.60,14.60,14.60,14.60,200,10.508072
2002-03-07,14.40,14.40,14.40,14.40,200,10.364126
2002-03-06,14.00,14.09,14.00,14.09,2700,10.14101
2002-03-05,14.00,14.00,14.00,14.00,000,10.076234
2002-03-04,14.00,14.00,13.90,14.00,700,10.076234
2002-03-01,13.75,14.09,13.75,14.09,300,10.14101
2002-02-28,13.50,13.50,13.50,13.50,400,9.716368
2002-02-27,13.35,13.50,13.30,13.30,9700,9.572422
2002-02-26,13.21,13.30,13.20,13.30,39100,9.572422
2002-02-25,13.34,13.34,13.34,13.34,000,9.601211
2002-02-22,13.34,13.34,13.34,13.34,000,9.601211
2002-02-21,13.34,13.34,13.34,13.34,000,9.601211
2002-02-20,13.34,13.34,13.34,13.34,1000,9.601211
2002-02-19,13.30,13.30,13.30,13.30,000,9.572422
2002-02-15,13.30,13.30,13.30,13.30,400,9.572422
2002-02-14,13.34,13.34,13.34,13.34,400,9.601211
2002-02-13,13.20,13.20,13.20,13.20,000,9.500449
2002-02-12,13.20,13.20,13.20,13.20,000,9.500449
2002-02-11,13.20,13.20,13.20,13.20,200,9.500449
2002-02-08,13.49,13.49,13.49,13.49,000,9.709171
2002-02-07,13.49,13.49,13.49,13.49,1800,9.709171
2002-02-06,13.45,13.45,13.45,13.45,000,9.680381
2002-02-05,13.45,13.45,13.45,13.45,1600,9.680381
2002-02-04,13.45,13.45,13.45,13.45,200,9.680381
2002-02-01,13.41,13.45,13.40,13.45,2000,9.680381
2002-01-31,13.40,13.40,13.40,13.40,700,9.644395
2002-01-30,13.28,13.50,13.28,13.50,600,9.716368
2002-01-29,13.25,13.25,13.25,13.25,000,9.491092
2002-01-28,13.25,13.26,13.25,13.25,700,9.491092
2002-01-25,12.90,13.15,12.90,13.15,4700,9.419461
2002-01-24,12.95,13.00,12.82,12.95,3400,9.276199
2002-01-23,12.71,12.88,12.70,12.70,2800,9.097122
2002-01-22,12.75,12.75,12.75,12.75,200,9.132938
2002-01-18,12.74,12.74,12.74,12.74,000,9.125774
2002-01-17,12.74,12.74,12.74,12.74,000,9.125774
2002-01-16,12.56,12.75,12.56,12.74,1700,9.125774
2002-01-15,12.74,12.75,12.57,12.57,1800,9.004002
2002-01-14,12.74,12.74,12.74,12.74,200,9.125774
2002-01-11,12.70,12.70,12.70,12.70,000,9.097122
2002-01-10,12.70,12.70,12.70,12.70,900,9.097122
2002-01-09,12.74,12.74,12.70,12.70,600,9.097122
2002-01-08,12.50,12.74,12.50,12.74,400,9.125774
2002-01-07,12.65,12.65,12.65,12.65,000,9.061306
2002-01-04,12.65,12.65,12.65,12.65,5600,9.061306
2002-01-03,12.65,12.65,12.65,12.65,000,9.061306
2002-01-02,12.65,12.65,12.65,12.65,1500,9.061306
2001-12-31,12.88,12.88,12.88,12.88,1000,9.226058
2001-12-28,12.75,12.75,12.75,12.75,000,9.132938
2001-12-27,12.75,12.75,12.75,12.75,000,9.132938
2001-12-26,12.95,12.95,12.75,12.75,500,9.132938
2001-12-24,12.75,12.75,12.75,12.75,000,9.132938
2001-12-21,12.99,12.99,12.75,12.75,900,9.132938
2001-12-20,12.99,12.99,12.99,12.99,000,9.304852
2001-12-19,12.99,12.99,12.99,12.99,000,9.304852
2001-12-18,12.99,12.99,12.99,12.99,000,9.304852
2001-12-17,12.99,12.99,12.99,12.99,000,9.304852
2001-12-14,12.99,12.99,12.99,12.99,000,9.304852
2001-12-13,12.99,12.99,12.99,12.99,000,9.304852
2001-12-12,12.99,12.99,12.99,12.99,600,9.304852
2001-12-11,12.98,12.99,12.98,12.99,2900,9.304852
2001-12-10,12.98,12.98,12.90,12.98,1900,9.297688
2001-12-07,12.75,12.75,12.75,12.75,000,9.132938
2001-12-06,12.75,12.75,12.75,12.75,000,9.132938
2001-12-05,12.70,12.75,12.50,12.75,4000,9.132938
2001-12-04,12.90,12.90,12.90,12.90,400,9.240384
2001-12-03,12.80,12.80,12.75,12.75,2000,9.132938
2001-11-30,12.75,12.75,12.75,12.75,000,9.132938
2001-11-29,12.75,12.75,12.75,12.75,000,9.132938
2001-11-28,12.75,12.75,12.75,12.75,000,9.132938
2001-11-27,12.75,12.75,12.75,12.75,500,9.132938
2001-11-26,12.50,12.50,12.50,12.50,000,8.95386
2001-11-23,12.50,12.50,12.50,12.50,000,8.95386
2001-11-21,12.50,12.50,12.50,12.50,000,8.95386
2001-11-20,12.42,12.50,12.42,12.50,800,8.95386
2001-11-19,12.25,12.25,12.25,12.25,100,8.774783
2001-11-16,12.40,12.40,12.40,12.40,500,8.882229
2001-11-15,12.40,12.40,12.40,12.40,000,8.882229
2001-11-14,12.40,12.40,12.40,12.40,000,8.882229
2001-11-13,12.40,12.40,12.40,12.40,000,8.882229
2001-11-12,12.40,12.40,12.20,12.40,1600,8.882229
2001-11-09,12.40,12.40,12.40,12.40,400,8.882229
2001-11-08,12.20,12.21,12.20,12.21,500,8.746131
2001-11-07,11.80,12.00,11.80,12.00,800,8.595706
2001-11-06,11.25,11.60,11.25,11.60,9200,8.309183
2001-11-05,12.00,12.00,12.00,12.00,800,8.595706
2001-11-02,12.00,12.00,12.00,12.00,000,8.595706
2001-11-01,12.10,12.20,12.00,12.00,8200,8.595706
2001-10-31,12.10,12.10,12.10,12.10,000,8.667337
2001-10-30,11.90,12.10,11.90,12.10,2600,8.667337
2001-10-29,11.79,11.79,11.79,11.79,000,8.445281
2001-10-26,11.85,11.85,11.85,11.85,000,8.443133
2001-10-25,11.85,11.85,11.85,11.85,500,8.443133
2001-10-24,12.00,12.00,12.00,12.00,1300,8.550008
2001-10-23,12.20,12.20,12.20,12.20,000,8.692508
2001-10-22,12.20,12.20,12.20,12.20,000,8.692508
2001-10-19,12.20,12.20,12.20,12.20,000,8.692508
2001-10-18,12.30,12.30,12.20,12.20,8000,8.692508
2001-10-17,12.50,12.50,12.50,12.50,000,8.906258
2001-10-16,12.76,12.76,12.50,12.50,1100,8.906258
2001-10-15,12.99,12.99,12.85,12.99,3000,9.255383
2001-10-12,12.75,12.98,12.75,12.98,500,9.248258
2001-10-11,12.75,12.75,12.50,12.50,800,8.906258
2001-10-10,13.00,13.00,13.00,13.00,000,9.262508
2001-10-09,13.00,13.00,13.00,13.00,000,9.262508
2001-10-08,13.00,13.00,13.00,13.00,600,9.262508
2001-10-05,12.15,13.00,12.15,12.50,2600,8.906258
2001-10-04,12.00,12.00,12.00,12.00,200,8.550008
2001-10-03,12.99,12.99,12.99,12.99,000,9.255383
2001-10-02,11.80,12.99,11.80,12.99,1700,9.255383
2001-10-01,12.00,12.00,12.00,12.00,500,8.550008
2001-09-28,12.19,12.19,12.19,12.19,000,8.685382
2001-09-27,12.19,12.19,12.19,12.19,000,8.685382
2001-09-26,12.19,12.19,12.19,12.19,000,8.685382
2001-09-25,12.19,12.19,12.19,12.19,000,8.685382
2001-09-24,12.00,12.19,12.00,12.19,900,8.685382
2001-09-21,12.25,12.25,12.18,12.25,1000,8.728133
2001-09-20,12.25,12.25,12.00,12.21,1500,8.699633
2001-09-19,12.20,12.30,12.20,12.30,900,8.763758
2001-09-18,11.80,12.19,11.80,12.19,2200,8.685382
2001-09-17,11.50,11.75,11.50,11.60,1900,8.265008
2001-09-10,12.00,12.20,12.00,12.20,1100,8.692508
2001-09-07,12.30,12.39,12.00,12.00,1800,8.550008
2001-09-06,12.50,12.50,12.50,12.50,700,8.906258
2001-09-05,12.10,12.70,12.10,12.55,4900,8.941883
2001-09-04,12.45,12.60,12.45,12.60,1600,8.977508
2001-08-31,13.00,13.00,12.20,12.70,17700,9.048758
2001-08-30,13.00,13.20,13.00,13.20,1300,9.405008
2001-08-29,13.20,13.20,13.20,13.20,000,9.405008
2001-08-28,13.20,13.20,13.20,13.20,300,9.405008
2001-08-27,13.00,13.00,13.00,13.00,900,9.262508
2001-08-24,12.70,13.00,12.70,13.00,600,9.262508
2001-08-23,13.00,13.00,13.00,13.00,000,9.262508
2001-08-22,13.00,13.00,13.00,13.00,1000,9.262508
2001-08-21,12.95,13.00,12.95,13.00,3000,9.262508
2001-08-20,13.00,13.00,13.00,13.00,2000,9.262508
2001-08-17,13.00,13.00,13.00,13.00,1000,9.262508
2001-08-16,12.90,12.90,12.90,12.90,200,9.191258
2001-08-15,12.99,12.99,12.99,12.99,000,9.255383
2001-08-14,12.99,12.99,12.99,12.99,700,9.255383
2001-08-13,12.85,12.85,12.85,12.85,000,9.155633
2001-08-10,12.85,12.85,12.85,12.85,000,9.155633
2001-08-09,12.85,12.85,12.85,12.85,000,9.155633
2001-08-08,12.50,12.85,12.50,12.85,3900,9.155633
2001-08-07,12.70,12.70,12.50,12.50,1800,8.906258
2001-08-06,12.70,12.90,12.70,12.90,2300,9.191258
2001-08-03,12.90,12.90,12.90,12.90,000,9.191258
2001-08-02,12.90,12.90,12.90,12.90,400,9.191258
2001-08-01,12.94,12.94,12.94,12.94,000,9.219758
2001-07-31,12.94,12.94,12.94,12.94,000,9.17487
2001-07-30,12.94,12.94,12.94,12.94,000,9.17487
2001-07-27,12.81,12.94,12.81,12.94,2200,9.17487
2001-07-26,13.00,13.00,13.00,13.00,000,9.217412
2001-07-25,13.00,13.00,13.00,13.00,000,9.217412
2001-07-24,13.00,13.00,13.00,13.00,000,9.217412
2001-07-23,13.00,13.00,13.00,13.00,1100,9.217412
2001-07-20,13.10,13.10,13.10,13.10,000,9.288316
2001-07-19,13.10,13.10,13.10,13.10,000,9.288316
2001-07-18,13.10,13.10,13.10,13.10,300,9.288316
2001-07-17,12.91,12.91,12.91,12.91,000,9.153599
2001-07-16,13.10,13.10,12.91,12.91,1800,9.153599
2001-07-13,12.91,12.91,12.91,12.91,800,9.153599
2001-07-12,13.00,13.00,13.00,13.00,000,9.217412
2001-07-11,13.00,13.00,13.00,13.00,000,9.217412
2001-07-10,13.00,13.00,13.00,13.00,100,9.217412
2001-07-09,12.81,12.81,12.81,12.81,300,9.082696
2001-07-06,12.90,12.90,12.90,12.90,200,9.146509
2001-07-05,12.75,12.78,12.75,12.75,7500,9.040154
2001-07-03,12.75,12.75,12.75,12.75,000,9.040154
2001-07-02,12.75,12.75,12.60,12.75,7600,9.040154
2001-06-29,12.90,12.90,12.90,12.90,1400,9.146509
2001-06-28,12.80,12.90,12.80,12.90,6200,9.146509
2001-06-27,12.80,12.90,12.60,12.80,4700,9.075606
2001-06-26,12.80,13.00,12.71,12.71,4400,9.011793
2001-06-25,11.95,12.60,11.95,12.60,4900,8.9338
2001-06-22,11.75,11.75,11.75,11.75,300,8.331122
2001-06-21,12.00,12.00,12.00,12.00,200,8.50838
2001-06-20,12.00,12.00,12.00,12.00,2000,8.50838
2001-06-19,12.00,12.00,12.00,12.00,100,8.50838
2001-06-18,11.70,12.20,11.70,12.13,1900,8.600555
2001-06-15,11.80,11.80,11.60,11.80,1300,8.366574
2001-06-14,12.00,12.00,12.00,12.00,500,8.50838
2001-06-13,11.76,11.76,11.76,11.76,100,8.338213
2001-06-12,11.80,11.80,11.80,11.80,000,8.366574
2001-06-11,11.80,11.80,11.80,11.80,100,8.366574
2001-06-08,11.70,11.70,11.70,11.70,000,8.295671
2001-06-07,11.80,11.80,11.60,11.70,5400,8.295671
2001-06-06,11.80,11.95,11.80,11.80,2200,8.366574
2001-06-05,11.70,11.70,11.70,11.70,000,8.295671
2001-06-04,11.70,11.70,11.70,11.70,400,8.295671
2001-06-01,11.50,11.50,11.50,11.50,000,8.153865
2001-05-31,11.70,11.70,11.50,11.50,1700,8.153865
2001-05-30,11.60,12.00,11.55,11.55,7000,8.189316
2001-05-29,11.20,11.35,11.20,11.35,700,8.04751
2001-05-25,11.00,11.00,11.00,11.00,000,7.799349
2001-05-24,11.30,11.30,11.00,11.00,3300,7.799349
2001-05-23,10.75,11.00,10.75,11.00,4400,7.799349
2001-05-22,10.75,10.75,10.50,10.50,1500,7.444833
2001-05-21,10.70,10.70,10.70,10.70,000,7.586639
2001-05-18,10.70,10.70,10.70,10.70,000,7.586639
2001-05-17,10.70,10.70,10.70,10.70,200,7.586639
2001-05-16,10.50,10.70,10.40,10.50,8500,7.444833
2001-05-15,10.40,10.40,10.40,10.40,1000,7.373929
2001-05-14,10.36,10.36,10.36,10.36,1000,7.345568
2001-05-11,10.51,10.51,10.51,10.51,1000,7.451923
2001-05-10,10.40,10.50,10.35,10.35,4700,7.338478
2001-05-09,10.52,10.52,10.25,10.25,2600,7.267575
2001-05-08,10.52,10.52,10.52,10.52,1000,7.459014
2001-05-07,10.52,10.52,10.50,10.50,6600,7.444833
2001-05-04,10.35,10.35,10.35,10.35,6200,7.338478
2001-05-03,10.35,10.36,10.35,10.35,20500,7.338478
2001-05-02,10.35,10.35,10.25,10.25,9500,7.267575
2001-05-01,10.35,10.35,10.35,10.35,3000,7.29381
2001-04-30,10.35,10.40,10.35,10.35,11500,7.29381
2001-04-27,10.50,10.50,10.35,10.35,16200,7.29381
2001-04-26,10.35,10.35,10.35,10.35,200,7.29381
2001-04-25,10.40,10.40,10.40,10.40,000,7.329045
2001-04-24,10.40,10.40,10.40,10.40,1000,7.329045
2001-04-23,10.30,10.35,10.30,10.30,4500,7.258574
2001-04-20,10.30,10.30,10.30,10.30,000,7.258574
