Date,Open,High,Low,Close,Volume,Adj Close
2014-02-28,28.049999,28.23,25.82,27.40,554200,24.668934
2014-02-27,27.00,28.709999,26.84,28.139999,378900,25.335175
2014-02-26,27.00,27.15,26.77,26.91,165400,24.227774
2014-02-25,26.16,27.09,26.16,27.01,119000,24.317807
2014-02-24,26.700001,26.969999,25.83,26.200001,228200,23.588544
2014-02-21,26.42,26.93,25.85,26.559999,179900,23.91266
2014-02-20,26.799999,26.85,25.950001,26.219999,230500,23.606549
2014-02-19,26.709999,27.02,26.559999,26.719999,222500,24.056712
2014-02-18,26.82,27.379999,26.50,26.84,144000,24.164752
2014-02-14,26.950001,26.950001,26.51,26.65,58000,23.99369
2014-02-13,26.709999,27.16,26.700001,26.90,182800,24.218771
2014-02-12,27.07,27.32,26.629999,26.860001,136300,24.182759
2014-02-11,26.83,27.870001,26.76,26.99,194300,24.299801
2014-02-10,27.42,27.780001,26.530001,26.74,279300,24.074719
2014-02-07,26.83,27.50,26.190001,27.440001,307800,24.704948
2014-02-06,26.799999,27.23,26.75,26.85,204300,24.173755
2014-02-05,27.200001,27.309999,26.76,26.82,147800,24.146745
2014-02-04,27.370001,27.66,27.25,27.27,153000,24.551892
2014-02-03,27.959999,28.200001,27.190001,27.25,227600,24.533885
2014-01-31,27.790001,28.360001,27.370001,27.889999,281300,25.110094
2014-01-30,27.780001,28.16,27.32,28.059999,514800,25.263149
2014-01-29,27.370001,27.790001,26.719999,27.530001,127500,24.785977
2014-01-28,27.85,28.16,27.450001,27.549999,199900,24.803983
2014-01-27,27.959999,28.139999,27.76,27.91,186300,25.128101
2014-01-24,28.059999,28.209999,27.700001,27.799999,313100,25.029064
2014-01-23,28.77,28.879999,27.860001,28.139999,339600,25.335175
2014-01-22,29.09,29.09,28.639999,28.860001,186000,25.983411
2014-01-21,29.139999,29.67,28.629999,29.00,260300,26.109456
2014-01-17,29.290001,29.48,28.83,29.08,290400,26.181482
2014-01-16,29.50,29.83,29.07,29.27,198600,26.352545
2014-01-15,29.620001,30.48,29.32,29.41,191900,26.47859
2014-01-14,30.01,31.360001,29.58,29.700001,365400,26.739685
2014-01-13,30.299999,30.299999,29.10,29.549999,526700,26.604635
2014-01-10,30.90,30.93,30.379999,30.42,107800,27.387919
2014-01-09,31.389999,31.389999,30.65,30.76,183100,27.69403
2014-01-08,30.85,31.41,30.790001,30.950001,1021600,27.865093
2014-01-07,29.51,31.129999,29.059999,30.85,1015400,27.77506
2014-01-06,31.58,31.790001,31.00,31.42,395900,28.288245
2014-01-03,31.200001,31.74,30.639999,31.35,296600,28.225223
2014-01-02,30.200001,31.780001,30.15,31.40,324900,28.270238
2013-12-31,30.370001,30.50,30.139999,30.309999,371500,27.288883
2013-12-30,29.790001,30.809999,29.42,30.370001,1332100,27.342904
2013-12-27,28.90,29.57,28.620001,29.48,340700,26.541612
2013-12-26,28.969999,29.02,28.530001,28.98,157900,25.809647
2013-12-24,29.58,29.66,28.58,28.92,116900,25.756211
2013-12-23,27.91,28.43,27.700001,28.35,262500,25.248569
2013-12-20,28.139999,28.370001,27.370001,27.77,3410100,24.732019
2013-12-19,27.860001,28.40,27.41,28.25,407700,25.159508
2013-12-18,27.790001,28.58,27.67,28.059999,560200,24.990293
2013-12-17,28.049999,28.51,27.65,27.860001,380500,24.812174
2013-12-16,27.309999,28.50,27.309999,28.15,286500,25.070447
2013-12-13,27.549999,27.84,26.68,27.280001,226300,24.295625
2013-12-12,26.74,27.530001,26.74,27.469999,316600,24.464838
2013-12-11,26.530001,27.01,26.459999,26.84,309200,23.903759
2013-12-10,26.309999,26.74,25.809999,26.440001,144100,23.547519
2013-12-09,27.00,27.00,26.08,26.290001,189800,23.413929
2013-12-06,26.200001,27.09,25.84,26.969999,148800,24.019537
2013-12-05,25.629999,26.25,25.51,25.99,192100,23.146747
2013-12-04,24.98,25.969999,24.84,25.73,292100,22.91519
2013-12-03,25.139999,25.209999,24.120001,25.139999,296100,22.389735
2013-12-02,24.27,25.24,23.50,24.99,212100,22.256145
2013-11-29,24.959999,25.17,24.360001,24.389999,54500,21.721784
2013-11-27,25.049999,25.209999,24.860001,24.93,152100,22.202709
2013-11-26,25.040001,25.389999,24.34,25.01,297400,22.273958
2013-11-25,24.700001,25.190001,24.60,24.889999,191000,22.167085
2013-11-22,24.99,24.99,24.42,24.879999,315100,22.158178
2013-11-21,24.65,25.030001,24.50,24.870001,186600,22.149274
2013-11-20,24.58,25.040001,23.92,24.67,76600,21.971153
2013-11-19,24.959999,25.049999,23.780001,24.549999,151300,21.86428
2013-11-18,25.49,25.49,24.76,24.969999,152200,22.238333
2013-11-15,24.65,25.50,24.50,25.030001,206000,22.29177
2013-11-14,24.52,24.620001,24.360001,24.52,278700,21.837563
2013-11-13,23.99,24.66,23.77,24.48,251400,21.801938
2013-11-12,24.00,24.85,23.440001,24.00,323900,21.374449
2013-11-11,23.99,24.82,23.559999,24.16,370500,21.516945
2013-11-08,23.24,23.719999,23.15,23.540001,447400,20.964773
2013-11-07,23.950001,24.00,23.08,23.129999,418700,20.599625
2013-11-06,23.93,23.950001,23.450001,23.75,632700,21.151799
2013-11-05,22.610001,23.26,22.610001,23.139999,111700,20.608531
2013-11-04,22.75,23.110001,22.32,22.60,358500,20.127607
2013-11-01,22.700001,23.00,22.559999,22.709999,142600,20.225572
2013-10-31,22.99,23.049999,22.67,22.68,136000,20.198855
2013-10-30,23.00,23.09,22.90,22.98,200100,20.466035
2013-10-29,23.059999,23.209999,22.85,22.98,157900,20.466035
2013-10-28,23.200001,23.25,23.00,23.110001,86200,20.581814
2013-10-25,23.00,23.200001,22.799999,23.16,157300,20.626343
2013-10-24,23.00,23.49,22.99,23.049999,187200,20.528377
2013-10-23,23.030001,23.43,23.00,23.17,184800,20.63525
2013-10-22,23.08,23.40,23.00,23.34,176600,20.786652
2013-10-21,23.059999,23.639999,22.91,23.23,250100,20.688685
2013-10-18,22.719999,23.10,22.41,23.040001,673200,20.519472
2013-10-17,22.52,22.860001,22.26,22.49,122400,20.02964
2013-10-16,22.549999,22.870001,22.50,22.540001,678800,20.074171
2013-10-15,23.049999,23.049999,22.34,22.50,383400,20.038546
2013-10-14,22.52,22.969999,22.40,22.950001,101500,20.439318
2013-10-11,22.50,22.85,22.50,22.709999,195700,20.225572
2013-10-10,22.60,22.940001,22.40,22.74,217400,20.25229
2013-10-09,22.51,22.709999,22.26,22.530001,318700,20.065265
2013-10-08,22.90,23.10,22.280001,22.66,793400,20.181042
2013-10-07,23.26,23.26,22.76,23.00,135300,20.483847
2013-10-04,23.01,23.360001,23.00,23.290001,712900,20.742123
2013-10-03,23.25,23.26,22.75,23.049999,524300,20.528377
2013-10-02,23.17,23.26,22.75,23.23,1014100,20.688685
2013-10-01,23.469999,23.49,23.00,23.15,888500,20.617437
2013-09-30,23.25,23.50,22.809999,23.40,791700,20.840088
2013-09-27,24.10,24.299999,23.00,23.27,10124100,20.72431
