Date,Open,High,Low,Close,Volume,Adj Close
2016-01-25,1.62,1.62,1.42,1.42,52800,1.42
2016-01-22,1.62,1.62,1.62,1.62,2900,1.62
2016-01-21,1.47,1.47,1.47,1.47,000,1.47
2016-01-20,1.564,1.59,1.46,1.47,6400,1.47
2016-01-19,1.58,1.619,1.58,1.619,1100,1.619
2016-01-15,1.65,1.89,1.50,1.58,10200,1.58
2016-01-14,1.764,1.764,1.67,1.67,10400,1.67
2016-01-13,1.71,1.71,1.71,1.71,600,1.71
2016-01-12,1.75,1.93,1.73,1.75,4100,1.75
2016-01-11,1.82,1.90,1.59,1.86,6500,1.86
2016-01-08,1.88,1.968,1.83,1.84,19000,1.84
2016-01-07,1.87,1.95,1.80,1.95,24700,1.95
2016-01-06,1.90,1.90,1.88,1.88,700,1.88
2016-01-05,1.82,1.89,1.82,1.875,4600,1.875
2016-01-04,1.71,1.80,1.71,1.763,3000,1.763
2015-12-31,1.93,1.95,1.78,1.90,24500,1.90
2015-12-30,1.87,1.92,1.814,1.92,20000,1.92
2015-12-29,1.88,1.89,1.81,1.85,24900,1.85
2015-12-28,1.76,1.87,1.59,1.75,61800,1.75
2015-12-24,1.84,1.85,1.81,1.85,800,1.85
2015-12-23,1.80,1.87,1.70,1.79,11100,1.79
2015-12-22,1.59,1.87,1.59,1.79,82000,1.79
2015-12-21,1.59,1.59,1.53,1.55,3400,1.55
2015-12-18,1.55,1.58,1.48,1.53,21900,1.53
2015-12-17,1.60,1.60,1.55,1.56,7100,1.56
2015-12-16,1.61,1.63,1.55,1.58,10000,1.58
2015-12-15,1.72,1.72,1.55,1.69,17200,1.69
2015-12-14,1.539,1.79,1.539,1.69,19900,1.69
2015-12-11,1.56,1.85,1.56,1.77,10100,1.77
2015-12-10,1.666,1.83,1.65,1.78,2900,1.78
2015-12-09,1.74,1.82,1.59,1.67,4500,1.67
2015-12-08,1.59,1.825,1.59,1.81,2800,1.81
2015-12-07,1.75,1.84,1.71,1.78,5400,1.78
2015-12-04,1.77,1.88,1.68,1.77,19600,1.77
2015-12-03,1.764,1.88,1.76,1.85,6100,1.85
2015-12-02,1.74,1.89,1.67,1.87,9900,1.87
2015-12-01,1.79,1.83,1.73,1.82,5900,1.82
2015-11-30,1.72,1.866,1.72,1.79,5900,1.79
2015-11-27,1.90,1.90,1.771,1.89,6100,1.89
2015-11-25,1.654,1.74,1.63,1.71,7700,1.71
2015-11-24,1.51,1.60,1.51,1.60,2900,1.60
2015-11-23,1.77,1.77,1.53,1.53,7200,1.53
2015-11-20,1.705,1.75,1.53,1.75,18800,1.75
2015-11-19,1.56,1.56,1.45,1.51,29400,1.51
2015-11-18,1.67,1.77,1.58,1.61,6800,1.61
2015-11-17,1.618,1.76,1.60,1.665,4400,1.665
2015-11-16,1.635,1.635,1.58,1.595,3200,1.595
2015-11-13,1.64,1.65,1.64,1.64,3400,1.64
2015-11-12,1.64,1.72,1.64,1.65,2200,1.65
2015-11-11,1.71,1.71,1.64,1.675,8600,1.675
2015-11-10,1.815,1.84,1.70,1.70,21200,1.70
2015-11-09,1.72,1.89,1.72,1.83,11300,1.83
2015-11-06,1.75,1.90,1.73,1.90,35100,1.90
2015-11-05,1.988,1.988,1.69,1.75,20400,1.75
2015-11-04,1.98,2.00,1.87,1.88,17000,1.88
2015-11-03,1.99,2.07,1.87,1.90,10800,1.90
2015-11-02,2.05,2.05,1.94,1.96,25100,1.96
